#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
ALK	JAK1	9606.ENSP00000373700	9606.ENSP00000499900	0	0	0	0.561	0	0	0.900	0.465	0.944
ALK	JAK3	9606.ENSP00000373700	9606.ENSP00000432511	0	0	0	0.560	0	0.369	0.900	0.282	0.950
ALK	PIK3R1	9606.ENSP00000373700	9606.ENSP00000428056	0	0	0	0	0	0.378	0.900	0.606	0.973
ALMS1	PLK1	9606.ENSP00000482968	9606.ENSP00000300093	0	0	0	0	0	0.048	0.800	0.072	0.808
ALOX12	PLA2G1B	9606.ENSP00000251535	9606.ENSP00000312286	0	0	0	0	0	0	0.650	0.178	0.700
ALOX12	PLA2G2A	9606.ENSP00000251535	9606.ENSP00000383364	0	0	0	0	0	0.292	0.650	0.348	0.824
ALOX12	PLA2G4A	9606.ENSP00000251535	9606.ENSP00000356436	0	0	0	0	0.042	0.329	0.650	0.377	0.841
ALOX12	ALOX15	9606.ENSP00000251535	9606.ENSP00000293761	0	0	0.055	0.970	0.053	0	0.900	0.075	0.906
ALOX12	CYP2C8	9606.ENSP00000251535	9606.ENSP00000360317	0	0	0	0	0.062	0.065	0.900	0.100	0.910
ALOX12	ALOX5	9606.ENSP00000251535	9606.ENSP00000363512	0	0	0.084	0.907	0.060	0	0.900	0.119	0.914
ALOX12	CYP2C19	9606.ENSP00000251535	9606.ENSP00000360372	0	0	0	0	0.062	0.065	0.900	0.146	0.915
ALOX12	PTGS2	9606.ENSP00000251535	9606.ENSP00000356438	0	0	0	0	0.055	0	0.900	0.488	0.947
ALOX15	PLA2G1B	9606.ENSP00000293761	9606.ENSP00000312286	0	0	0	0	0	0	0.650	0.181	0.701
ALOX15	PLA2G2A	9606.ENSP00000293761	9606.ENSP00000383364	0	0	0	0	0.063	0	0.650	0.475	0.812
ALOX15	PLA2G4A	9606.ENSP00000293761	9606.ENSP00000356436	0	0	0	0	0.060	0.045	0.650	0.535	0.834
ALOX15	CYP2C8	9606.ENSP00000293761	9606.ENSP00000360317	0	0	0	0	0	0.071	0.900	0.140	0.913
ALOX15	ALOX5	9606.ENSP00000293761	9606.ENSP00000363512	0	0	0.086	0.902	0	0	0.900	0.137	0.914
ALOX15	CYP1A2	9606.ENSP00000293761	9606.ENSP00000342007	0	0	0	0	0	0.071	0.900	0.166	0.915
ALOX15	CYP2C19	9606.ENSP00000293761	9606.ENSP00000360372	0	0	0	0	0	0.071	0.900	0.214	0.920
ALOX15	PTGS2	9606.ENSP00000293761	9606.ENSP00000356438	0	0	0	0	0.098	0.046	0.900	0.628	0.963
ALOX5	IL18	9606.ENSP00000363512	9606.ENSP00000280357	0	0	0	0	0.088	0	0.750	0.270	0.819
ALOX5	PLA2G1B	9606.ENSP00000363512	9606.ENSP00000312286	0	0	0	0	0.042	0	0.650	0.321	0.752
ALOX5	PLA2G4A	9606.ENSP00000363512	9606.ENSP00000356436	0	0	0	0	0	0.092	0.650	0.783	0.925
ALOX5	PTGS2	9606.ENSP00000363512	9606.ENSP00000356438	0	0	0	0	0.072	0	0.900	0.741	0.973
ALOX5	CYP2C8	9606.ENSP00000363512	9606.ENSP00000360317	0	0	0	0	0.062	0.065	0.900	0.239	0.924
ALOX5	CYP2C19	9606.ENSP00000363512	9606.ENSP00000360372	0	0	0	0	0.062	0.065	0.900	0.530	0.953
ALOX5	PLA2G2A	9606.ENSP00000363512	9606.ENSP00000383364	0	0	0	0	0.042	0	0.650	0.480	0.810
ANGPTL3	APOC3	9606.ENSP00000360170	9606.ENSP00000227667	0	0	0	0	0.267	0	0	0.801	0.848
ANGPTL3	APOB	9606.ENSP00000360170	9606.ENSP00000233242	0	0	0	0	0.239	0	0	0.845	0.877
ANGPTL3	APOA1	9606.ENSP00000360170	9606.ENSP00000236850	0	0	0	0	0.097	0.044	0	0.727	0.743
ANGPTL3	APOA5	9606.ENSP00000360170	9606.ENSP00000445002	0	0	0	0	0.163	0.069	0	0.865	0.885
ANGPTL3	LPL	9606.ENSP00000360170	9606.ENSP00000497642	0	0	0	0	0	0.236	0.900	0.922	0.993
APEX1	SIRT1	9606.ENSP00000216714	9606.ENSP00000212015	0.061	0	0	0	0.044	0.311	0	0.710	0.797
APEX1	SIRT6	9606.ENSP00000216714	9606.ENSP00000337332	0.061	0	0	0	0	0.311	0	0.584	0.708
APEX1	TDP2	9606.ENSP00000216714	9606.ENSP00000367440	0	0	0	0	0.056	0	0	0.708	0.712
APEX1	HIF1A	9606.ENSP00000216714	9606.ENSP00000437955	0	0	0	0	0.049	0.292	0	0.703	0.782
APEX1	TDP1	9606.ENSP00000216714	9606.ENSP00000337353	0	0	0	0	0.120	0.289	0	0.860	0.904
APEX1	EP300	9606.ENSP00000216714	9606.ENSP00000263253	0	0	0	0	0.053	0.762	0	0.775	0.944
APEX1	PARP1	9606.ENSP00000216714	9606.ENSP00000355759	0	0	0	0	0.266	0.115	0.500	0.912	0.967
APOA1	PON1	9606.ENSP00000236850	9606.ENSP00000222381	0	0	0	0	0.081	0	0.720	0.996	0.998
APOA1	MPO	9606.ENSP00000236850	9606.ENSP00000225275	0	0	0	0	0.055	0	0	0.923	0.924
APOA1	APOC3	9606.ENSP00000236850	9606.ENSP00000227667	0	0	0	0	0.830	0.077	0.800	0.998	0.999
APOA1	APOB	9606.ENSP00000236850	9606.ENSP00000233242	0	0	0	0	0.804	0.603	0.800	0.999	0.999
APOA1	SREBF2	9606.ENSP00000236850	9606.ENSP00000354476	0	0	0	0	0	0	0	0.730	0.730
APOA1	HMGCR	9606.ENSP00000236850	9606.ENSP00000287936	0	0	0	0	0.044	0	0	0.784	0.784
APOA1	CRP	9606.ENSP00000236850	9606.ENSP00000255030	0	0	0	0	0.118	0	0	0.791	0.807
APOA1	NPC1L1	9606.ENSP00000236850	9606.ENSP00000289547	0	0	0	0	0.107	0	0	0.798	0.811
APOA1	PPARA	9606.ENSP00000236850	9606.ENSP00000385523	0	0	0	0	0	0	0.500	0.670	0.828
APOA1	FABP1	9606.ENSP00000236850	9606.ENSP00000295834	0	0	0	0	0.467	0	0.500	0.588	0.880
APOA1	SNCA	9606.ENSP00000236850	9606.ENSP00000500990	0	0	0	0	0.067	0.510	0.400	0.625	0.883
APOA1	LPL	9606.ENSP00000236850	9606.ENSP00000497642	0	0	0	0	0	0	0.540	0.771	0.890
APOA1	MTTP	9606.ENSP00000236850	9606.ENSP00000427679	0	0	0	0	0.374	0	0.400	0.753	0.899
APOA1	FGA	9606.ENSP00000236850	9606.ENSP00000498441	0	0	0	0	0.452	0.428	0.400	0.544	0.902
APOA1	INS	9606.ENSP00000236850	9606.ENSP00000380432	0	0	0	0	0.127	0	0.400	0.835	0.906
APOA1	CD36	9606.ENSP00000236850	9606.ENSP00000415743	0	0	0	0	0	0	0.700	0.737	0.917
APOA1	PLA2G7	9606.ENSP00000236850	9606.ENSP00000274793	0	0	0	0	0	0	0.720	0.742	0.924
APOA1	F2	9606.ENSP00000236850	9606.ENSP00000308541	0	0	0	0	0.782	0	0	0.680	0.927
APOA1	APOA5	9606.ENSP00000236850	9606.ENSP00000445002	0	0	0.110	0.615	0.273	0	0.720	0.761	0.951
APOA1	APOM	9606.ENSP00000236850	9606.ENSP00000365081	0	0	0	0	0.507	0	0.720	0.819	0.972
APOA1	LPA	9606.ENSP00000236850	9606.ENSP00000321334	0	0	0	0	0.113	0	0.720	0.914	0.976
APOA1	APP	9606.ENSP00000236850	9606.ENSP00000284981	0	0	0	0	0	0.627	0.720	0.849	0.982
APOA1	APOA4	9606.ENSP00000236850	9606.ENSP00000350425	0	0	0.103	0.699	0.532	0	0.800	0.890	0.989
APOA1	TTR	9606.ENSP00000236850	9606.ENSP00000237014	0	0	0	0	0.453	0.127	0.400	0.982	0.994
APOA1	CLU	9606.ENSP00000236850	9606.ENSP00000315130	0	0	0	0	0.094	0.077	0.720	0.994	0.998
APOA1	APOA2	9606.ENSP00000236850	9606.ENSP00000356969	0	0	0	0	0.798	0.618	0.800	0.999	0.999
APOA2	PON1	9606.ENSP00000356969	9606.ENSP00000222381	0	0	0	0	0.319	0	0.720	0.845	0.967
APOA2	APOC3	9606.ENSP00000356969	9606.ENSP00000227667	0	0	0	0	0.801	0	0.800	0.996	0.999
APOA2	APOB	9606.ENSP00000356969	9606.ENSP00000233242	0	0	0	0	0.796	0.422	0.720	0.985	0.999
APOA2	TTR	9606.ENSP00000356969	9606.ENSP00000237014	0	0	0	0	0.514	0.097	0	0.671	0.843
APOA2	PLA2G7	9606.ENSP00000356969	9606.ENSP00000274793	0	0	0	0	0.048	0	0.720	0.619	0.889
APOA2	APP	9606.ENSP00000356969	9606.ENSP00000284981	0	0	0	0	0	0	0.720	0.666	0.902
APOA2	FABP1	9606.ENSP00000356969	9606.ENSP00000295834	0	0	0	0	0.328	0	0.500	0.457	0.801
APOA2	FGB	9606.ENSP00000356969	9606.ENSP00000306099	0	0	0	0	0.556	0.071	0	0.663	0.849
APOA2	F2	9606.ENSP00000356969	9606.ENSP00000308541	0	0	0	0	0.705	0.087	0	0.310	0.798
APOA2	CLU	9606.ENSP00000356969	9606.ENSP00000315130	0	0	0	0	0.042	0	0.720	0.889	0.967
APOA2	LPA	9606.ENSP00000356969	9606.ENSP00000321334	0	0	0	0	0.375	0.051	0.720	0.883	0.977
APOA2	APOA4	9606.ENSP00000356969	9606.ENSP00000350425	0	0	0	0	0.262	0	0.800	0.967	0.994
APOA2	PPARA	9606.ENSP00000356969	9606.ENSP00000385523	0	0	0	0	0	0	0.500	0.541	0.760
APOA2	GC	9606.ENSP00000356969	9606.ENSP00000421725	0	0	0	0	0.357	0	0	0.649	0.765
APOA2	MTTP	9606.ENSP00000356969	9606.ENSP00000427679	0	0	0	0	0.217	0	0.400	0.590	0.791
APOA2	LPL	9606.ENSP00000356969	9606.ENSP00000497642	0	0	0	0	0	0	0.540	0.621	0.818
APOA2	FGA	9606.ENSP00000356969	9606.ENSP00000498441	0	0	0	0	0.635	0.096	0	0.702	0.893
APOA2	APOA5	9606.ENSP00000356969	9606.ENSP00000445002	0	0	0	0	0.372	0	0.720	0.855	0.972
APOA2	APOM	9606.ENSP00000356969	9606.ENSP00000365081	0	0	0	0	0.545	0	0.720	0.856	0.980
APOA4	PON1	9606.ENSP00000350425	9606.ENSP00000222381	0	0	0	0	0.050	0	0.720	0.749	0.927
APOA4	APOC3	9606.ENSP00000350425	9606.ENSP00000227667	0	0	0	0	0.783	0	0.800	0.982	0.999
APOA4	APOB	9606.ENSP00000350425	9606.ENSP00000233242	0	0	0	0	0.355	0	0.720	0.964	0.992
APOA4	TTR	9606.ENSP00000350425	9606.ENSP00000237014	0	0	0	0	0.127	0	0.400	0.749	0.857
APOA4	PLA2G7	9606.ENSP00000350425	9606.ENSP00000274793	0	0	0	0	0	0	0.720	0.250	0.781
APOA4	APP	9606.ENSP00000350425	9606.ENSP00000284981	0	0	0	0	0	0.292	0.720	0.201	0.827
APOA4	CLU	9606.ENSP00000350425	9606.ENSP00000315130	0	0	0	0	0	0	0.720	0.918	0.976
APOA4	LPA	9606.ENSP00000350425	9606.ENSP00000321334	0	0	0	0	0.115	0	0.720	0.584	0.887
APOA4	LPL	9606.ENSP00000350425	9606.ENSP00000497642	0	0	0	0	0	0	0.540	0.544	0.781
APOA4	MTTP	9606.ENSP00000350425	9606.ENSP00000427679	0	0	0	0	0.257	0	0.400	0.694	0.851
APOA4	APOA5	9606.ENSP00000350425	9606.ENSP00000445002	0	0	0.094	0.675	0.111	0	0.720	0.680	0.918
APOA4	APOM	9606.ENSP00000350425	9606.ENSP00000365081	0	0	0	0	0.062	0	0.720	0.824	0.949
APOA5	PON1	9606.ENSP00000445002	9606.ENSP00000222381	0	0	0	0	0.181	0	0.720	0.418	0.854
APOA5	APOC3	9606.ENSP00000445002	9606.ENSP00000227667	0	0	0	0	0.465	0	0.720	0.969	0.995
APOA5	APOB	9606.ENSP00000445002	9606.ENSP00000233242	0	0	0	0	0.298	0	0.720	0.935	0.986
APOA5	PLA2G7	9606.ENSP00000445002	9606.ENSP00000274793	0	0	0	0	0	0	0.900	0.250	0.921
APOA5	APP	9606.ENSP00000445002	9606.ENSP00000284981	0	0	0	0	0	0	0.720	0.406	0.826
APOA5	FABP1	9606.ENSP00000445002	9606.ENSP00000295834	0	0	0	0	0.319	0	0.500	0.246	0.721
APOA5	CLU	9606.ENSP00000445002	9606.ENSP00000315130	0	0	0	0	0	0	0.720	0.562	0.872
APOA5	LPA	9606.ENSP00000445002	9606.ENSP00000321334	0	0	0	0	0.622	0.107	0.720	0.511	0.947
APOA5	APOM	9606.ENSP00000445002	9606.ENSP00000365081	0	0	0	0	0.166	0	0.720	0.773	0.942
APOA5	PPARA	9606.ENSP00000445002	9606.ENSP00000385523	0	0	0	0	0	0.058	0.500	0.581	0.785
APOA5	FGA	9606.ENSP00000445002	9606.ENSP00000498441	0	0	0	0	0.453	0.069	0	0.478	0.711
APOA5	LPL	9606.ENSP00000445002	9606.ENSP00000497642	0	0	0	0	0	0.405	0.540	0.880	0.964
APOB	PON1	9606.ENSP00000233242	9606.ENSP00000222381	0	0	0	0	0.148	0	0.720	0.818	0.952
APOB	MPO	9606.ENSP00000233242	9606.ENSP00000225275	0	0	0	0	0.059	0	0	0.705	0.711
APOB	APOC3	9606.ENSP00000233242	9606.ENSP00000227667	0	0	0	0	0.801	0	0.720	0.996	0.999
APOB	SREBF1	9606.ENSP00000233242	9606.ENSP00000348069	0	0	0	0	0	0	0	0.720	0.720
APOB	IL6	9606.ENSP00000233242	9606.ENSP00000385675	0	0	0	0	0	0	0	0.751	0.751
APOB	SOAT2	9606.ENSP00000233242	9606.ENSP00000301466	0	0	0	0	0.225	0	0	0.707	0.763
APOB	PLG	9606.ENSP00000233242	9606.ENSP00000308938	0	0	0	0	0.415	0.063	0	0.622	0.774
APOB	FGB	9606.ENSP00000233242	9606.ENSP00000306099	0	0	0	0	0.549	0	0	0.610	0.816
APOB	PPARA	9606.ENSP00000233242	9606.ENSP00000385523	0	0	0	0	0.055	0	0	0.816	0.819
APOB	FGA	9606.ENSP00000233242	9606.ENSP00000498441	0	0	0	0	0.591	0	0	0.607	0.832
APOB	F2	9606.ENSP00000233242	9606.ENSP00000308541	0	0	0	0	0.585	0.063	0	0.603	0.832
APOB	LRP8	9606.ENSP00000233242	9606.ENSP00000303634	0	0	0	0	0.086	0.069	0.700	0.435	0.836
APOB	APP	9606.ENSP00000233242	9606.ENSP00000284981	0	0	0	0	0	0.095	0.720	0.416	0.839
APOB	CRP	9606.ENSP00000233242	9606.ENSP00000255030	0	0	0	0	0.156	0	0	0.830	0.850
APOB	P4HB	9606.ENSP00000233242	9606.ENSP00000327801	0	0	0	0	0.120	0	0.750	0.421	0.861
APOB	CLU	9606.ENSP00000233242	9606.ENSP00000315130	0	0	0	0	0.042	0	0.720	0.540	0.865
APOB	INS	9606.ENSP00000233242	9606.ENSP00000380432	0	0	0	0	0.182	0	0	0.844	0.867
APOB	OLR1	9606.ENSP00000233242	9606.ENSP00000309124	0	0	0	0	0.054	0	0.700	0.575	0.868
APOB	LIPA	9606.ENSP00000233242	9606.ENSP00000337354	0	0	0	0	0	0	0.750	0.507	0.871
APOB	TTR	9606.ENSP00000233242	9606.ENSP00000237014	0	0	0	0	0.399	0	0	0.806	0.878
APOB	HMGCR	9606.ENSP00000233242	9606.ENSP00000287936	0	0	0	0	0.056	0	0	0.894	0.896
APOB	FABP1	9606.ENSP00000233242	9606.ENSP00000295834	0	0	0	0	0.633	0	0	0.734	0.898
APOB	NPC1L1	9606.ENSP00000233242	9606.ENSP00000289547	0	0	0	0	0.109	0	0	0.895	0.903
APOB	LDLRAP1	9606.ENSP00000233242	9606.ENSP00000363458	0	0	0	0	0	0	0.700	0.764	0.926
APOB	APOM	9606.ENSP00000233242	9606.ENSP00000365081	0	0	0	0	0.400	0	0.720	0.636	0.933
APOB	PLA2G7	9606.ENSP00000233242	9606.ENSP00000274793	0	0	0	0	0	0	0.720	0.784	0.936
APOB	LPL	9606.ENSP00000233242	9606.ENSP00000497642	0	0	0	0	0.042	0	0.540	0.875	0.940
APOB	CD36	9606.ENSP00000233242	9606.ENSP00000415743	0	0	0	0	0.047	0.292	0.700	0.916	0.980
APOB	MTTP	9606.ENSP00000233242	9606.ENSP00000427679	0	0	0	0	0.620	0.622	0.750	0.999	0.999
APOB	LPA	9606.ENSP00000233242	9606.ENSP00000321334	0	0	0	0	0.372	0.063	0.720	0.999	0.999
APOC3	PON1	9606.ENSP00000227667	9606.ENSP00000222381	0	0	0	0	0.187	0	0.720	0.732	0.933
APOC3	PPARA	9606.ENSP00000227667	9606.ENSP00000385523	0	0	0	0	0	0	0	0.709	0.709
APOC3	FGB	9606.ENSP00000227667	9606.ENSP00000306099	0	0	0	0	0.436	0	0	0.585	0.756
APOC3	APP	9606.ENSP00000227667	9606.ENSP00000284981	0	0	0	0	0	0	0.720	0.200	0.766
APOC3	TTR	9606.ENSP00000227667	9606.ENSP00000237014	0	0	0	0	0.488	0	0	0.571	0.771
APOC3	MTTP	9606.ENSP00000227667	9606.ENSP00000427679	0	0	0	0	0.455	0	0	0.646	0.799
APOC3	FGA	9606.ENSP00000227667	9606.ENSP00000498441	0	0	0	0	0.529	0	0	0.638	0.822
APOC3	PLA2G7	9606.ENSP00000227667	9606.ENSP00000274793	0	0	0	0	0.042	0	0.720	0.506	0.855
APOC3	F2	9606.ENSP00000227667	9606.ENSP00000308541	0	0	0	0	0.790	0.329	0	0.275	0.889
APOC3	CLU	9606.ENSP00000227667	9606.ENSP00000315130	0	0	0	0	0.042	0	0.720	0.730	0.921
APOC3	FABP1	9606.ENSP00000227667	9606.ENSP00000295834	0	0	0	0	0.877	0	0	0.478	0.933
APOC3	APOM	9606.ENSP00000227667	9606.ENSP00000365081	0	0	0	0	0.372	0	0.720	0.768	0.955
APOC3	LPA	9606.ENSP00000227667	9606.ENSP00000321334	0	0	0	0	0.264	0	0.720	0.811	0.957
APOC3	TLR2	9606.ENSP00000227667	9606.ENSP00000260010	0	0	0	0	0	0	0	0.963	0.963
APOC3	LPL	9606.ENSP00000227667	9606.ENSP00000497642	0	0	0	0	0	0	0.540	0.961	0.981
APOM	PON1	9606.ENSP00000365081	9606.ENSP00000222381	0	0	0	0	0.115	0	0.720	0.652	0.906
APOM	PLA2G7	9606.ENSP00000365081	9606.ENSP00000274793	0	0	0	0	0	0	0.720	0.290	0.792
APOM	APP	9606.ENSP00000365081	9606.ENSP00000284981	0	0	0	0	0	0	0.720	0.158	0.754
APOM	F2	9606.ENSP00000365081	9606.ENSP00000308541	0	0	0	0	0.736	0	0	0.194	0.778
APOM	CLU	9606.ENSP00000365081	9606.ENSP00000315130	0	0	0	0	0.044	0	0.720	0.751	0.927
APOM	LPA	9606.ENSP00000365081	9606.ENSP00000321334	0	0	0	0	0.192	0	0.720	0.479	0.871
APP	PON1	9606.ENSP00000284981	9606.ENSP00000222381	0	0	0	0	0	0	0.720	0.254	0.782
APP	NFKB1	9606.ENSP00000284981	9606.ENSP00000226574	0	0	0	0	0.042	0.071	0.400	0.785	0.870
APP	TTR	9606.ENSP00000284981	9606.ENSP00000237014	0	0	0	0	0	0.712	0.400	0.907	0.982
APP	SORL1	9606.ENSP00000284981	9606.ENSP00000260197	0	0	0	0	0.060	0.835	0.900	0.994	0.999
APP	MAPK3	9606.ENSP00000284981	9606.ENSP00000263025	0	0	0	0	0.082	0	0.500	0.505	0.753
APP	EP300	9606.ENSP00000284981	9606.ENSP00000263253	0	0	0	0	0.067	0	0	0.958	0.959
APP	IL1B	9606.ENSP00000284981	9606.ENSP00000263341	0	0	0	0	0.042	0	0	0.828	0.828
APP	BCHE	9606.ENSP00000284981	9606.ENSP00000264381	0	0	0	0	0.062	0	0	0.721	0.727
APP	PLA2G7	9606.ENSP00000284981	9606.ENSP00000274793	0	0	0	0	0.044	0	0.720	0.147	0.751
APP	EGFR	9606.ENSP00000284981	9606.ENSP00000275493	0	0	0	0	0.106	0.621	0	0.701	0.889
APP	CHRNA7	9606.ENSP00000284981	9606.ENSP00000407546	0	0	0	0	0	0.531	0	0.420	0.716
APP	DYRK1A	9606.ENSP00000284981	9606.ENSP00000340373	0	0	0	0	0.042	0	0	0.735	0.735
APP	FGA	9606.ENSP00000284981	9606.ENSP00000498441	0	0	0	0	0.042	0.292	0.400	0.534	0.785
APP	JUN	9606.ENSP00000284981	9606.ENSP00000360266	0	0	0	0	0.060	0.165	0	0.755	0.790
APP	TNF	9606.ENSP00000284981	9606.ENSP00000398698	0	0	0	0	0	0.126	0	0.780	0.799
APP	INS	9606.ENSP00000284981	9606.ENSP00000380432	0	0	0	0	0	0	0.400	0.679	0.799
APP	LPA	9606.ENSP00000284981	9606.ENSP00000321334	0	0	0	0	0	0.183	0.720	0.231	0.808
APP	CTNNB1	9606.ENSP00000284981	9606.ENSP00000495360	0	0	0	0	0.188	0.051	0	0.778	0.814
APP	SRC	9606.ENSP00000284981	9606.ENSP00000362680	0	0	0	0	0.067	0.292	0.500	0.638	0.864
APP	LRP8	9606.ENSP00000284981	9606.ENSP00000303634	0	0	0	0	0.051	0.312	0	0.831	0.880
APP	GSK3B	9606.ENSP00000284981	9606.ENSP00000324806	0	0	0	0	0.108	0.606	0	0.730	0.897
APP	CRYAB	9606.ENSP00000284981	9606.ENSP00000433560	0	0	0	0	0.110	0.784	0	0.512	0.898
APP	CTSB	9606.ENSP00000284981	9606.ENSP00000345672	0	0	0	0	0.091	0	0	0.897	0.902
APP	SNCA	9606.ENSP00000284981	9606.ENSP00000500990	0	0	0	0	0.066	0.780	0.400	0.953	0.993
APP	MAPT	9606.ENSP00000284981	9606.ENSP00000340820	0	0	0	0	0	0.697	0	0.985	0.995
APP	CLU	9606.ENSP00000284981	9606.ENSP00000315130	0	0	0	0	0.117	0.839	0.720	0.964	0.998
APP	BACE1	9606.ENSP00000284981	9606.ENSP00000318585	0	0	0	0	0.073	0.860	0.750	0.999	0.999
AR	SIRT1	9606.ENSP00000363822	9606.ENSP00000212015	0	0	0	0	0	0.300	0	0.628	0.728
AR	NR3C1	9606.ENSP00000363822	9606.ENSP00000231509	0	0	0	0.809	0.042	0	0.500	0.607	0.795
AR	EP300	9606.ENSP00000363822	9606.ENSP00000263253	0	0	0	0	0.043	0.843	0	0.710	0.952
AR	BRD4	9606.ENSP00000363822	9606.ENSP00000263377	0	0	0	0	0	0.585	0	0.929	0.969
AR	EGFR	9606.ENSP00000363822	9606.ENSP00000275493	0	0	0	0	0	0.536	0	0.720	0.864
AR	GSK3B	9606.ENSP00000363822	9606.ENSP00000324806	0	0	0	0	0	0.314	0	0.778	0.841
AR	PGR	9606.ENSP00000363822	9606.ENSP00000325120	0	0	0	0.806	0.124	0	0.500	0.509	0.766
AR	PKN1	9606.ENSP00000363822	9606.ENSP00000343325	0	0	0	0	0.054	0.042	0.700	0.590	0.873
AR	NR3C2	9606.ENSP00000363822	9606.ENSP00000350815	0	0	0	0.771	0.042	0	0.500	0.444	0.710
AR	CYP17A1	9606.ENSP00000363822	9606.ENSP00000358903	0	0	0	0	0	0.056	0	0.794	0.797
AR	JUN	9606.ENSP00000363822	9606.ENSP00000360266	0	0	0	0	0.042	0.518	0	0.682	0.840
